date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2023-01-03,AAPL,123.2112045288086,128.9545531314731,122.32457886036785,128.34377240566315,112117500.0,1.0,-4.638834701787971,147.54962740123477,120.83742551624569,39.01146435243376,-130.96357331163435,35.95646439251735,138.00338185628254,140.2719617207845,22.899999618530273,26.11838984094547
2023-01-03,AMZN,85.81999969482422,86.95999908447266,84.20999908447266,85.45999908447266,76706000.0,1.0,-3.0751178899852647,93.35714927874771,80.92985023297105,41.195599014361235,-71.36017438181361,10.198927372666352,89.4249994913737,97.18100001017253,22.899999618530273,26.11838984094547
2023-01-03,BRK-B,309.9100036621094,312.3900146484375,307.3800048828125,310.07000732421875,3549900.0,1.0,0.7866427868129335,313.7808030483299,298.96019731788107,54.9538317920554,12.822213322839673,13.414779676051777,309.2576670328776,298.5123341878255,22.899999618530273,26.11838984094547
2023-01-03,GOOGL,88.45169067382812,90.36721788133093,87.8561840239744,88.91815977701387,28131200.0,1.0,-2.126679429392979,97.9377957486144,83.32364681730357,43.97696092468788,-67.73072208950877,2.9324133010287046,92.83093032836913,93.84344571431478,22.899999618530273,26.11838984094547
2023-01-03,JPM,125.49224090576172,126.99682009254727,124.34988651165801,125.60370013872114,11054800.0,1.0,0.5955304943910136,125.62135999708393,119.76089784593366,58.218686778875984,78.12009139810263,22.562954596484545,123.76228357950846,118.85772590637207,22.899999618530273,26.11838984094547
2023-01-03,META,123.87468719482422,125.49338487353471,121.43175291305995,121.96800788854041,35528500.0,1.0,1.417711553599716,123.13769609263197,111.03354566762194,51.802197810120994,171.49295328006772,22.759493269684025,115.70311126708984,115.28801078796387,22.899999618530273,26.11838984094547
2023-01-03,MSFT,233.98568725585938,240.011612837687,231.85658361242022,237.40396048040427,25740000.0,1.0,-1.4020320025940407,251.01516289933318,226.40618872420197,48.15528497321704,-57.845701201827474,7.631200279740372,239.56133880615235,233.658571879069,22.899999618530273,26.11838984094547
2023-01-03,NVDA,14.300682067871094,14.981001657148735,14.081901243507277,14.836146225296984,401277000.0,1.0,-0.36930797121735637,18.486358056382805,13.55806361643824,45.98014110312131,-131.26988844548723,6.717171692197968,16.07356284459432,14.753187863032023,22.899999618530273,26.11838984094547
2023-01-03,TSLA,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800.0,1.0,-19.84079619271165,197.1876997567651,95.9043008230689,30.18332792992645,-142.75239728400857,56.65581452659853,158.76533330281575,184.43166694641113,22.899999618530273,26.11838984094547
2023-01-03,WMT,46.14739227294922,46.18273846365554,45.662136994732954,45.80996137673698,17249700.0,1.0,-0.32507900169670023,48.4862589199676,44.877282492385916,50.88154139400791,-83.18627303221314,13.37299150511066,47.38552335103353,45.87349147796631,22.899999618530273,26.11838984094547
2023-01-04,AAPL,124.48204040527344,126.7478608503369,123.22106494631889,125.00416235162118,89113600.0,2.0,-4.719407445919046,146.30590662307637,120.08426976852522,40.034954621947385,-119.81216906206902,35.956464392517354,137.18473256429036,140.05033899943035,22.010000228881836,29.219937810309247
2023-01-04,AMZN,85.13999938964844,86.9800033569336,83.36000061035156,86.55000305175781,68885100.0,2.0,-2.8808845100983405,92.84536920576613,80.85463003129442,40.73465138717928,-75.62791754436323,13.53058483198413,89.1249994913737,96.69066670735677,22.010000228881836,29.219937810309247
2023-01-04,BRK-B,314.54998779296875,316.8900146484375,311.25,312.0,5121200.0,2.0,1.339904642297995,314.6390774351123,298.4999209779736,57.18825287667918,75.59898823695089,22.588106079759626,309.3839996337891,299.27083384195964,22.010000228881836,29.219937810309247
2023-01-04,GOOGL,87.41947937011719,89.97020633006692,86.6155485078444,89.67245303705022,34854800.0,2.0,-2.072966442121256,96.42053751772946,83.70945286923344,43.06134929601962,-77.1976468393653,8.262432671879886,92.52160110473633,93.6681037902832,22.010000228881836,29.219937810309247
2023-01-04,JPM,126.6624526977539,127.86981181521433,125.91017029727419,126.30024212820638,11687600.0,2.0,0.8200974695355399,126.3268398854916,119.52071947119786,59.515982854800725,117.09966059863613,26.44326256703216,123.84091822306316,119.32829081217447,22.010000228881836,29.219937810309247
2023-01-04,META,126.48646545410156,128.1548119719727,124.97700511216185,126.49639063127337,32397100.0,2.0,1.975706449267804,124.45311828567817,110.20869888351127,53.16663303946315,205.60244276687288,27.944747774845773,116.21023610432943,115.18738085428873,22.010000228881836,29.219937810309247
2023-01-04,MSFT,223.7503662109375,227.43232343462765,220.6836879280111,226.85610390975128,50623400.0,2.0,-2.23393588969941,251.36735071161775,223.99327245732758,43.924947682284284,-196.1628926841248,14.551803577887856,239.1667719523112,233.58562088012695,22.010000228881836,29.219937810309247
2023-01-04,NVDA,14.734251976013184,14.838148077204968,14.226760507737174,14.55243475164829,431324000.0,2.0,-0.37716785221686777,18.44245596661559,13.416051952695934,47.75649919256158,-112.2884648687193,6.717171692197961,16.051716136932374,14.79774473508199,22.010000228881836,29.219937810309247
2023-01-04,TSLA,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000.0,2.0,-19.62857751700055,192.81778910610979,93.39321171786482,32.23117032272367,-125.96775403496467,56.65581452659855,156.54699986775717,182.60783348083496,22.010000228881836,29.219937810309247
2023-01-04,WMT,46.19880294799805,46.291999051904384,45.655705144112446,46.08954273526163,13338300.0,2.0,-0.30067883740768053,48.14882219566667,44.979468362194666,51.08345863455177,-74.84674783106436,11.098259885450492,47.32226028442383,45.9574888865153,22.010000228881836,29.219937810309247
2023-01-05,AAPL,123.16194915771484,125.87107865122056,122.9058186898535,125.24059093401247,80962700.0,3.0,-4.834058243024458,145.64374103954333,118.98402156421645,39.325784148982734,-117.41909168253127,36.65047293446068,136.42978947957357,139.80130500793456,22.459999084472656,3.8110744351978365
