date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2018-01-02,AAPL,40.34189224243164,40.35126191884801,39.63931659755379,39.850091435107856,102223600.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,40.34189224243164,40.34189224243164,9.770000457763672,0.0
2018-01-02,AMZN,59.45050048828125,59.5,58.5255012512207,58.599998474121094,53890000.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,59.45050048828125,59.45050048828125,9.770000457763672,0.0
2018-01-02,BRK-B,197.22000122070312,198.8699951171875,195.9600067138672,198.8699951171875,4113000.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,197.22000122070312,197.22000122070312,9.770000457763672,0.0
2018-01-02,GOOGL,53.258094787597656,53.39555637599077,52.25616650977731,52.25616650977731,31766000.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,53.258094787597656,53.258094787597656,9.770000457763672,0.0
2018-01-02,JPM,86.73035430908203,86.78659422112707,85.81444366738232,86.47325669263458,13578800.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,86.73035430908203,86.73035430908203,9.770000457763672,0.0
2018-01-02,META,180.16151428222656,180.32040802242759,176.3183647528784,176.4474526579683,18151900.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,180.16151428222656,180.16151428222656,9.770000457763672,0.0
2018-01-02,MSFT,79.05036926269531,79.38147085889692,78.6364957759161,79.21592006079612,22483800.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,79.05036926269531,79.05036926269531,9.770000457763672,0.0
2018-01-02,NVDA,4.92853307723999,4.932241850273964,4.808626771034557,4.8402718238970985,355616000.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,4.92853307723999,4.92853307723999,9.770000457763672,0.0
2018-01-02,TSLA,21.368667602539062,21.474000930786133,20.733333587646484,20.799999237060547,65283000.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,21.368667602539062,21.368667602539062,9.770000457763672,0.0
2018-01-02,WMT,28.914409637451172,29.266342811497495,28.89387905555734,29.122635450871677,30451500.0,1.0,0.0,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,28.914409637451172,28.914409637451172,9.770000457763672,0.0
2018-01-03,AAPL,40.33486557006836,40.87819243452449,40.27163633682215,40.40512384715967,118071600.0,2.0,-0.00015764970045495375,40.348316121604505,40.328441690895495,0.0,66.66666666666667,100.0,40.33837890625,40.33837890625,9.149999618530273,0.0
2018-01-03,AMZN,60.209999084472656,60.27450180053711,59.415000915527344,59.415000915527344,62176000.0,2.0,0.017040032606864486,60.90434300171417,58.75615657103974,100.0,66.66666666666667,100.0,59.83024978637695,59.83024978637695,9.149999618530273,0.0
2018-01-03,BRK-B,199.7899932861328,200.0,197.0,197.0,3526700.0,2.0,0.05766007839102372,202.1395148875399,194.87047961929605,100.0,66.66666666666667,100.0,198.50499725341797,198.50499725341797,9.149999618530273,0.0
2018-01-03,GOOGL,54.16673278808594,54.39401559956042,53.2690166056818,53.293826858111245,31318000.0,2.0,0.020386108985313456,54.9974219714199,52.4274056042637,100.0,66.66666666666715,100.0,53.7124137878418,53.7124137878418,9.149999618530273,0.0
2018-01-03,JPM,86.8187484741211,87.16422403568224,86.35276317106685,86.65806473233575,11901000.0,2.0,0.001983202420746011,86.89955961863446,86.64954316456867,100.0,66.6666666666695,100.0,86.77455139160156,86.77455139160156,9.149999618530273,0.0
2018-01-03,META,183.38897705078125,183.49821460754387,180.07214964063118,180.61833742444432,16886600.0,2.0,0.07241102365347274,186.33956728584818,177.21092404715964,100.0,66.66666666666667,100.0,181.7752456665039,181.7752456665039,9.149999618530273,0.0
2018-01-03,MSFT,79.41827392578125,79.56543333390027,79.06878085691875,79.15155276127561,26061400.0,2.0,0.008254271287185588,79.75461735843471,78.71402583004185,100.0,66.66666666666667,100.0,79.23432159423828,79.23432159423828,9.149999618530273,0.0
2018-01-03,NVDA,5.252898693084717,5.283308271761449,5.037314076259116,5.045967093389714,914704000.0,2.0,0.00727743368882372,5.549438138257467,4.63199363206724,100.0,66.66666666666667,100.0,5.0907158851623535,5.0907158851623535,9.149999618530273,0.0
2018-01-03,TSLA,21.149999618530273,21.683332443237305,21.036666870117188,21.399999618530273,67822500.0,2.0,-0.004906012461734832,21.568576839176682,20.950090381892654,0.0,66.66666666666667,100.0,21.259333610534668,21.259333610534668,9.149999618530273,0.0
2018-01-03,WMT,29.166637420654297,29.327938627962684,28.9672051033305,28.99066911091062,26710800.0,2.0,0.005658956674434279,29.397227480865894,28.683819577239575,100.0,66.66666666666482,100.0,29.040523529052734,29.040523529052734,9.149999618530273,0.0
